offline_datapoint_16 1711042008 11176,711
offline_datapoint_2 1711042008 1092,260
offline_datapoint_14 1711042008 0,648
offline_datapoint_3 1711042008 5,987
offline_datapoint_26 1711042008 99,323
offline_datapoint_15 1711042008 0,665
offline_datapoint_8 1711042008 34133,333
offline_datapoint_20 1711042008 0,006
offline_datapoint_27 1711042013 143442,000
offline_datapoint_21 1711042013 5196,000
offline_datapoint_12 1711042013 810196992,000
offline_datapoint_0 1711042013 642007040,000
offline_datapoint_19 1711042013 16540426240,000
offline_datapoint_25 1711042013 502030336,000
offline_datapoint_11 1711042013 5672,000
offline_datapoint_5 1711042011 0,000
offline_datapoint_24 1711042011 7373,322
offline_datapoint_7 1711042013 502030336,000
offline_datapoint_17 1711042011 0,000
offline_datapoint_6 1711042013 12570628096,000
offline_datapoint_23 1711042013 13522894848,000
offline_datapoint_22 1711042011 0,326
offline_datapoint_28 1711042011 1,394
offline_datapoint_10 1711042011 1,240
offline_datapoint_29 1711042011 8963,987
offline_datapoint_4 1711042013 0,000
offline_datapoint_16 1711042011 13542,536
offline_datapoint_2 1711042011 761,755
offline_datapoint_14 1711042011 1,322
offline_datapoint_3 1711042011 11,360
offline_datapoint_26 1711042011 99,424
offline_datapoint_15 1711042011 2,673
offline_datapoint_8 1711042011 8673,882
offline_datapoint_20 1711042011 0,013
offline_datapoint_27 1711042016 143442,000
offline_datapoint_21 1711042016 5197,000
offline_datapoint_12 1711042016 810258432,000
offline_datapoint_0 1711042016 642007040,000
offline_datapoint_19 1711042016 16503422976,000
offline_datapoint_25 1711042016 503017472,000
offline_datapoint_11 1711042016 5708,000
offline_datapoint_5 1711042014 0,000
offline_datapoint_24 1711042014 10141,105
offline_datapoint_7 1711042016 503017472,000
offline_datapoint_17 1711042014 0,000
offline_datapoint_6 1711042016 12511477760,000
offline_datapoint_23 1711042016 13462978560,000
offline_datapoint_22 1711042014 0,390
offline_datapoint_28 1711042014 2,944
offline_datapoint_10 1711042014 0,911
offline_datapoint_29 1711042014 14295,991
offline_datapoint_4 1711042016 0,000
offline_datapoint_16 1711042014 22745,968
offline_datapoint_2 1711042014 1174,265
offline_datapoint_14 1711042014 0,425
offline_datapoint_3 1711042014 6,661
offline_datapoint_26 1711042014 99,859
offline_datapoint_15 1711042014 0,666
offline_datapoint_8 1711042014 5529,600
offline_datapoint_20 1711042014 0,004
offline_datapoint_27 1711042019 143442,000
offline_datapoint_21 1711042019 5200,000
offline_datapoint_12 1711042019 810266624,000
offline_datapoint_0 1711042019 642011136,000
offline_datapoint_19 1711042019 16513372160,000
offline_datapoint_25 1711042019 502542336,000
offline_datapoint_11 1711042019 5695,000
offline_datapoint_5 1711042017 0,000
offline_datapoint_24 1711042017 16076,664
offline_datapoint_7 1711042019 502542336,000
offline_datapoint_17 1711042017 0,000
offline_datapoint_6 1711042019 12518178816,000
offline_datapoint_23 1711042019 13474983936,000
offline_datapoint_22 1711042017 0,457
offline_datapoint_28 1711042017 2,103
offline_datapoint_10 1711042017 1,827
offline_datapoint_29 1711042017 17231,610
offline_datapoint_4 1711042019 0,000
offline_datapoint_16 1711042017 27429,616
offline_datapoint_2 1711042017 858,857
offline_datapoint_14 1711042017 0,768
offline_datapoint_3 1711042017 7,352
offline_datapoint_26 1711042017 99,434
offline_datapoint_15 1711042017 0,668
offline_datapoint_8 1711042017 10612,364
offline_datapoint_20 1711042017 0,008
offline_datapoint_27 1711042022 143442,000
offline_datapoint_21 1711042022 5193,000
offline_datapoint_12 1711042022 810340352,000
offline_datapoint_0 1711042022 642011136,000
offline_datapoint_19 1711042022 16511119360,000
offline_datapoint_25 1711042022 503136256,000
offline_datapoint_11 1711042022 5698,000
offline_datapoint_5 1711042020 63,541
offline_datapoint_24 1711042020 4647,153
offline_datapoint_7 1711042022 503136256,000
offline_datapoint_17 1711042020 3,659
offline_datapoint_6 1711042022 12518100992,000
offline_datapoint_23 1711042022 13464690688,000
offline_datapoint_22 1711042020 0,130
offline_datapoint_28 1711042020 2,984
offline_datapoint_10 1711042020 0,455
offline_datapoint_29 1711042020 12836,309
offline_datapoint_4 1711042022 0,000
offline_datapoint_16 1711042020 19633,215
offline_datapoint_2 1711042020 1264,502
offline_datapoint_14 1711042020 1,858
offline_datapoint_3 1711042020 9,315
offline_datapoint_26 1711042020 99,240
offline_datapoint_15 1711042020 0,333
offline_datapoint_8 1711042020 38765,714
offline_datapoint_20 1711042020 0,019
offline_datapoint_27 1711042025 143442,000
offline_datapoint_21 1711042025 5194,000
offline_datapoint_12 1711042025 810496000,000
offline_datapoint_0 1711042025 642011136,000
offline_datapoint_19 1711042025 16663707648,000
offline_datapoint_25 1711042025 503676928,000
offline_datapoint_11 1711042025 5568,000
offline_datapoint_5 1711042023 45,757
offline_datapoint_24 1711042023 44645,191
offline_datapoint_7 1711042025 503676928,000
offline_datapoint_17 1711042023 0,668
offline_datapoint_6 1711042025 12579020800,000
offline_datapoint_23 1711042025 13525377024,000
offline_datapoint_22 1711042023 0,261
offline_datapoint_28 1711042023 3,983
offline_datapoint_10 1711042023 1,566
offline_datapoint_29 1711042023 11824,023
offline_datapoint_4 1711042025 0,000
offline_datapoint_16 1711042023 18258,400
offline_datapoint_2 1711042023 1174,320
offline_datapoint_14 1711042023 1,442
offline_datapoint_3 1711042023 9,018
offline_datapoint_26 1711042023 99,099
offline_datapoint_15 1711042023 0,000
offline_datapoint_8 1711042023 25637,926
