658 1711042019 2,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042020 2,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042021 2,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042022 2,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042023 2,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042024 6,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042025 6,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042026 6,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042014 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042015 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042016 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042017 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042018 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042024 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042025 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042026 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042027 6,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042028 6,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042029 0,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042030 0,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042031 0,200000 -1,000000 -101,000000 0,000000 0,000000
663 1711042027 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042028 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042032 0,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042033 0,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042034 4,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042035 4,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042036 4,600000 -1,000000 -101,000000 0,000000 0,000000
702 1711042014 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042015 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042016 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042017 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042018 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042019 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042020 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042021 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042022 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042023 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042024 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042025 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042026 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042027 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042028 0,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042037 4,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042038 4,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042039 5,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042040 5,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042041 5,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042042 5,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042043 5,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042044 1,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042045 1,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042046 1,600000 -1,000000 -101,000000 0,000000 0,000000
663 1711042034 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042035 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042036 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042037 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042038 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042039 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042040 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042041 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042042 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042043 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042044 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042045 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042046 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042047 1,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042048 1,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042049 5,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042050 5,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042051 5,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042047 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042048 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042052 5,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042053 5,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042054 1,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042055 1,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042056 1,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042057 1,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042058 1,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042059 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042060 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042061 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042062 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042063 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042064 9,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042065 9,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042066 9,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042067 9,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042068 9,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042069 12,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042070 12,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042071 12,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042059 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042060 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042061 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042062 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042063 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042064 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042065 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042066 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042067 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042068 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042069 1,200000 -1,000000 -101,000000 0,000000 0,000000
663 1711042070 1,200000 -1,000000 -101,000000 0,000000 0,000000
663 1711042071 1,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042064 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042065 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042066 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042067 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042068 0,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042072 12,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042073 12,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042074 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042075 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042076 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042072 1,200000 -1,000000 -101,000000 0,000000 0,000000
663 1711042073 1,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042077 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042078 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042079 1,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042080 1,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042081 1,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042082 1,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042083 1,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042084 9,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042085 9,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042086 9,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042087 9,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042088 9,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042089 0,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042090 0,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042091 0,600000 -1,000000 -101,000000 0,000000 0,000000
663 1711042084 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042085 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042086 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042087 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042088 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042089 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042090 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042091 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042092 0,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042093 0,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042094 5,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042095 5,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042096 5,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042097 5,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042098 5,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042099 3,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042100 3,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042101 3,000000 -1,000000 -101,000000 0,000000 0,000000
663 1711042092 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042093 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042102 3,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042103 3,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042104 5,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042105 5,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042106 5,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042107 5,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042108 5,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042109 5,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042110 5,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042111 5,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042112 5,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042113 5,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042114 10,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042115 10,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042116 10,200000 -1,000000 -101,000000 0,000000 0,000000
663 1711042104 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042105 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042106 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042107 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042108 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042109 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042110 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042111 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042112 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042113 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042114 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042115 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042116 0,800000 -1,000000 -101,000000 0,000000 0,000000
702 1711042099 0,400000 -1,000000 -101,000000 0,000000 0,000000
702 1711042100 0,400000 -1,000000 -101,000000 0,000000 0,000000
702 1711042101 0,400000 -1,000000 -101,000000 0,000000 0,000000
702 1711042102 0,400000 -1,000000 -101,000000 0,000000 0,000000
702 1711042103 0,400000 -1,000000 -101,000000 0,000000 0,000000
702 1711042114 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042115 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042116 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042117 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042118 0,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042117 10,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042118 10,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042119 0,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042120 0,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042121 0,600000 -1,000000 -101,000000 0,000000 0,000000
663 1711042117 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042118 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042122 0,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042123 0,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042124 2,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042125 2,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042126 2,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042127 2,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042128 2,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042129 5,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042130 5,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042131 5,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042132 5,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042133 5,600000 -1,000000 -101,000000 0,000000 0,000000
658 1711042134 1,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042135 1,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042136 1,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042129 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042130 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042131 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042132 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042133 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042134 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042135 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042136 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042137 1,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042138 1,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042139 5,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042140 5,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042141 5,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042142 5,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042143 5,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042144 2,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042145 2,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042146 2,000000 -1,000000 -101,000000 0,000000 0,000000
663 1711042137 0,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042138 0,400000 -1,000000 -101,000000 0,000000 0,000000
702 1711042134 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042135 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042136 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042137 0,200000 -1,000000 -101,000000 0,000000 0,000000
702 1711042138 0,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042147 2,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042148 2,000000 -1,000000 -101,000000 0,000000 0,000000
658 1711042149 4,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042150 4,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042151 4,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042152 4,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042153 4,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042154 6,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042155 6,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042156 6,200000 -1,000000 -101,000000 0,000000 0,000000
663 1711042149 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042150 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042151 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042152 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042153 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042157 6,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042158 6,200000 -1,000000 -101,000000 0,000000 0,000000
658 1711042159 9,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042160 9,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042161 9,400000 -1,000000 -101,000000 0,000000 0,000000
663 1711042159 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042160 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042161 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042162 9,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042163 9,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042164 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042165 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042166 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042167 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042168 0,400000 -1,000000 -101,000000 0,000000 0,000000
658 1711042169 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042170 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042171 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042162 0,800000 -1,000000 -101,000000 0,000000 0,000000
663 1711042163 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042172 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042173 0,800000 -1,000000 -101,000000 0,000000 0,000000
658 1711042174 5,200000 -1,000000 -101,000000 0,000000 0,000000
